,burm,en
440,ဆက်သွယ်ရန် အသေးစိတ်အချက်အလက်များ,Contact details
441,ဆက်သွယ်ရန် အသေးစိတ်အချက်အလက်များ,Contact details
442,ဆက်သွယ်ရန် အသေးစိတ်အချက်အလက်များ,Contact details
443,ဆက်သွယ်ရန် အသေးစိတ်အချက်အလက်များ,Contact details
444,ဆက်သွယ်ရန် အသေးစိတ်အချက်အလက်များ,Contact details
445,အစောဆုံးရရှိနိုင်သောဒေတာ,Earliest available data
446,အစောဆုံးရရှိနိုင်သောဒေတာ,Earliest available data
447,အစောဆုံးရရှိနိုင်သောဒေတာ,Earliest available data
448,အစောဆုံးရရှိနိုင်သောဒေတာ,Earliest available data
449,အစောဆုံးရရှိနိုင်သောဒေတာ,Earliest available data
450,အစောဆုံးရရှိနိုင်သောဒေတာ,Earliest available data
451,ပထဝီဝင်လွှမ်းခြုံမှု,Geographical coverage
452,ပထဝီဝင်လွှမ်းခြုံမှု,Geographical coverage
453,ပထဝီဝင်လွှမ်းခြုံမှု,Geographical coverage
454,ပထဝီဝင်လွှမ်းခြုံမှု,Geographical coverage
455,ပထဝီဝင်လွှမ်းခြုံမှု,Geographical coverage
456,ပထဝီဝင်လွှမ်းခြုံမှု,Geographical coverage
457,နောင်လာမည့်ထုတ်ပြန်ချက်,Next release
458,နောင်လာမည့်ထုတ်ပြန်ချက်,Next release
459,နောင်လာမည့်ထုတ်ပြန်ချက်,Next release
460,နောင်လာမည့်ထုတ်ပြန်ချက်,Next release
461,နောင်လာမည့်ထုတ်ပြန်ချက်,Next release
462,နောင်လာမည့်ထုတ်ပြန်ချက်,Next release
463,အဖွဲ့အစည်း,Organisation
464,အဖွဲ့အစည်း,Organisation
465,အဖွဲ့အစည်း,Organisation
466,အဖွဲ့အစည်း,Organisation
467,အဖွဲ့အစည်း,Organisation
468,အဖွဲ့အစည်း,Organisation
469,အခြားအချက်အလက်များ,Other information
470,အခြားအချက်အလက်များ,Other information
471,အခြားအချက်အလက်များ,Other information
472,အခြားအချက်အလက်များ,Other information
473,အခြားအချက်အလက်များ,Other information
474,အခြားအချက်အလက်များ,Other information
475,ပုံမှန်ထုတ်ပြန်သည့်ကာလအပိုင်းအခြား,Periodicity
476,ပုံမှန်ထုတ်ပြန်သည့်ကာလအပိုင်းအခြား,Periodicity
477,ပုံမှန်ထုတ်ပြန်သည့်ကာလအပိုင်းအခြား,Periodicity
478,ပုံမှန်ထုတ်ပြန်သည့်ကာလအပိုင်းအခြား,Periodicity
479,ပုံမှန်ထုတ်ပြန်သည့်ကာလအပိုင်းအခြား,Periodicity
480,ပုံမှန်ထုတ်ပြန်သည့်ကာလအပိုင်းအခြား,Periodicity
481,ထုတ်ပြန်သည့်ရက်စွဲ,Release date
482,ထုတ်ပြန်သည့်ရက်စွဲ,Release date
483,ထုတ်ပြန်သည့်ရက်စွဲ,Release date
484,ထုတ်ပြန်သည့်ရက်စွဲ,Release date
485,ထုတ်ပြန်သည့်ရက်စွဲ,Release date
486,ထုတ်ပြန်သည့်ရက်စွဲ,Release date
487,စာရင်းအင်းဆိုင်ရာ အမျိုးအစားခွဲခြားမှု,Statistical classification
488,စာရင်းအင်းဆိုင်ရာ အမျိုးအစားခွဲခြားမှု,Statistical classification
489,စာရင်းအင်းဆိုင်ရာ အမျိုးအစားခွဲခြားမှု,Statistical classification
490,စာရင်းအင်းဆိုင်ရာ အမျိုးအစားခွဲခြားမှု,Statistical classification
491,စာရင်းအင်းဆိုင်ရာ အမျိုးအစားခွဲခြားမှု,Statistical classification
492,စာရင်းအင်းဆိုင်ရာ အမျိုးအစားခွဲခြားမှု,Statistical classification
493,ဒေတာရင်းမြစ်ကိုဖော်ပြသည့်လင့်ခ်,Link to data source
494,ဒေတာရင်းမြစ်ကိုဖော်ပြသည့်လင့်ခ်,Link to data source
